Features,Strength
"(1, 10, 13, 15, 16)",112.00457769295716
"(3, 6, 10, 11, 13, 14)",111.570263671875
"(1, 2, 4, 7, 10, 11, 12, 13, 14)",111.1620849609375
"(4, 6, 7, 8, 12, 13)",110.977392578125
"(2, 9, 10, 11, 13)",110.93548583984375
"(2, 4, 5, 10, 12, 13, 15, 16)",110.0217041015625
"(1, 2, 4, 6, 8, 10, 12, 16)",109.82332763671874
"(6, 9, 10, 12, 13, 15)",109.8065673828125
"(4, 5, 7, 9, 14, 15)",109.66844482421875
"(6, 7, 11, 12)",109.6192626953125
"(7, 8, 14, 15, 16)",109.48673095703126
"(1, 5, 8, 9, 14, 15)",109.40916748046875
"(5, 6, 7, 8, 10, 13, 16)",109.18546142578126
"(1, 2, 5, 10, 11, 12, 15)",109.09766845703125
"(2, 3, 7, 9, 12, 13, 15)",108.76317138671875
"(2, 4, 5, 9, 10, 12, 13, 15, 16)",108.7361572265625
"(4, 11, 14, 15)",108.70704345703125
"(2, 3, 7, 9, 12, 13, 14, 15)",108.6607780456543
"(1, 2, 5, 8, 10, 11, 12, 15)",108.234423828125
"(6, 8, 9, 14, 15)",108.140625
"(6, 7, 8, 10, 11, 15)",107.868994140625
"(6, 8, 11, 14)",107.40384521484376
"(1, 9, 10, 14, 15)",107.37928466796875
"(4, 5, 11)",107.36639404296875
"(1, 2, 5, 10, 12, 15)",107.1140380859375
"(1, 5, 13, 16)",107.014453125
"(3, 7, 10)",106.75770263671875
"(1, 5, 8, 9, 14, 15, 16)",106.24781494140625
"(4, 6, 7, 8, 9, 10, 12, 14)",106.23336181640624
